,m2_idx,walcl_idx,cpi_idx,pwr_idx,inc_idx
2020-02-19,,186.62204335517674,,,
2020-02-26,,186.04346433415768,,,
2020-03-01,189.1196904820883,,118.6621790627529,84.2728498581813,
2020-03-04,,189.75079004913874,,,
2020-03-11,,192.90042875599917,,,
2020-03-18,,208.8401398646448,,,
2020-03-25,,235.05876605598166,,,
2020-04-01,201.29634216827674,259.9917952994313,117.7223570955639,84.9456317960255,
2020-04-08,,272.13931527881664,,,
2020-04-15,,284.877895802987,,,
2020-04-22,,294.060047313475,,,
2020-04-29,,297.76392830684324,,,
2020-05-01,211.53024994986848,,117.61660413448098,85.02200921024856,
2020-05-06,,300.69377588014873,,,
2020-05-13,,310.214046948424,,,
2020-05-20,,314.82330814958505,,,
2020-05-27,,317.51010153428797,,,
2020-06-01,214.49567689349703,,118.18675053336274,84.61185331580054,
2020-06-03,,320.54776442041,,,
2020-06-10,,320.7141400006442,,,
2020-06-17,,317.39262310629783,,,
2020-06-24,,316.8384255564344,,,
2020-07-01,216.2779999292261,313.56092952010107,118.78908261605237,84.18282033814332,
2020-07-08,,309.6096101469867,,,
2020-07-15,,311.30459212706637,,,
2020-07-22,,311.5797672262923,,,
2020-07-29,,310.87637296761426,,,
2020-08-01,217.17211036012122,,119.23232546163464,83.86987305064093,
2020-08-05,,310.7065974024115,,,
2020-08-12,,311.2452266000508,,,
2020-08-19,,313.6323739410836,,,
2020-08-26,,312.727843729533,,,
2020-09-01,219.42861861117987,,119.54544618553669,83.65019596379958,
2020-09-02,,313.93904363791233,,,
2020-09-09,,313.63134499826424,,,
2020-09-16,,316.04090539810244,,,
2020-09-23,,317.3242207771292,,,
2020-09-30,,315.66753336458936,,,
2020-10-01,221.25812425539942,,119.69350033105275,83.54672536388047,
2020-10-07,,316.49605601743656,,,
2020-10-14,,319.9308013585624,,,
2020-10-21,,321.08675151120383,,,
2020-10-28,,319.70174973963276,,,
2020-11-01,224.0820033735565,,119.9656992569705,83.35716010440342,
2020-11-04,,320.2015922666447,,,
2020-11-11,,321.0040781924964,,,
2020-11-18,,324.0310937572697,,,
2020-11-25,,322.8410990182991,,,
2020-12-01,225.4821472805124,,120.48710733465755,82.99643191054972,
2020-12-02,,323.10656626570704,,,
2020-12-09,,324.01221489336575,,,
2020-12-16,,329.377659593505,,,
2020-12-23,,331.23185929072736,,,
2020-12-30,,329.4116147065455,,,
2021-01-01,228.58794248440023,,120.78229603472377,82.7935908514696,118.547055586131
2021-01-06,,328.13474140430117,,,
2021-01-13,,328.0971178864262,,,
2021-01-20,,331.71962292377236,,,
2021-01-27,,331.27154069424114,,,
2021-02-01,231.68783986222675,,121.19243360553227,82.51340205403312,
2021-02-03,,331.5252869408367,,,
2021-02-10,,332.94017279081504,,,
2021-02-17,,338.09280527391354,,,
2021-02-24,,339.5560961730485,,,
2021-03-01,234.41735376340282,,121.82787096299566,82.08302353931333,
2021-03-03,,338.09826314452084,,,
2021-03-10,,339.0993350345188,,,
2021-03-17,,344.1816415127428,,,
2021-03-24,,345.34998371586147,,,
2021-03-31,,343.9795213536951,,,
2021-04-01,237.98199983486086,,122.5879128963437,81.57411088690017,
2021-04-07,,344.869512155841,,,
2021-04-14,,348.6373218139457,,,
2021-04-21,,349.8829689384531,,,
2021-04-28,,348.09412947858544,,,
2021-05-01,241.32724677683805,,123.40129110571615,81.03642928203352,
2021-05-05,,349.4149341655542,,,
2021-05-12,,350.3175854380433,,,
2021-05-19,,354.443198777437,,,
2021-05-26,,353.5779026029569,,,
2021-06-01,241.54074808025757,,124.44548664753918,80.35646988405861,
2021-06-02,,355.0167225576476,,,
2021-06-09,,355.76042453286,,,
2021-06-16,,360.7677971318443,,,
2021-06-23,,362.4538317830595,,,
2021-06-30,,361.4069495692756,,,
2021-07-01,243.38322894181204,,125.01977120576768,79.98734842940313,
2021-07-07,,362.26719050294724,,,
2021-07-14,,366.91434364184914,,,
2021-07-21,,368.6536596364521,,,
2021-07-28,,367.80111340560387,,,
2021-08-01,245.829647192045,,125.37519311410283,79.76059499185848,
2021-08-04,,368.4095317683858,,,
2021-08-11,,369.397585294886,,,
2021-08-18,,373.21983944913086,,,
2021-08-25,,372.7789598193355,,,
2021-09-01,247.48457718484963,373.51398288554935,125.94258074008681,79.40126318863861,
2021-09-08,,373.8781839069764,,,
2021-09-15,,377.96961845010793,,,
2021-09-22,,379.8062366461117,,,
2021-09-29,,377.93432123773766,,,
2021-10-01,249.60425587128583,,127.15644081512542,78.64328331224011,
2021-10-06,,378.6523891157534,,,
2021-10-13,,379.40888577124184,,,
2021-10-20,,383.1668086309513,,,
2021-10-27,,382.77482615340017,,,
2021-11-01,251.67085412317022,,128.2456963142794,77.97532616996332,
2021-11-03,,383.6109540357822,,,
2021-11-10,,387.55878395063934,,,
2021-11-17,,388.08904739579043,,,
2021-11-24,,388.3933013138258,,,
2021-12-01,253.5923658539462,386.9899575180825,129.13126241447804,77.44058110345564,
2021-12-08,,387.6217284092007,,,
2021-12-15,,391.74385229033726,,,
2021-12-22,,393.2572482311131,,,
2021-12-29,,391.77937318592905,,,
2022-01-01,255.37586845488752,,129.9119951445597,76.97518607787133,118.73968079251513
2022-01-05,,392.1489426046748,,,
2022-01-12,,393.1580670906508,,,
2022-01-19,,396.717135566348,,,
2022-01-26,,396.3883659672241,,,
2022-02-01,256.25818323366,,130.81181490473037,76.4456942003515,
2022-02-02,,396.9576845028685,,,
2022-02-09,,397.17233092232647,,,
2022-02-16,,398.6497138644229,,,
2022-02-23,,399.4145315357553,,,
2022-03-01,256.98951366526296,,132.27120576767453,75.6022442069843,
2022-03-02,,398.3554362180715,,,
2022-03-09,,398.63696392079106,,,
2022-03-16,,400.58560267417766,,,
2022-03-23,,400.95101158500137,,,
2022-03-30,,399.81774291103136,,,
2022-04-01,256.7854488835415,,132.67904436106818,75.36985247486668,
2022-04-06,,399.8378744009763,,,
2022-04-13,,401.0858030943442,,,
2022-04-20,,400.65472078965547,,,
2022-04-27,,399.9097661884021,,,
2022-05-01,256.1956662774101,,133.93750459795484,74.66168665764955,
2022-05-04,,399.94434761446314,,,
2022-05-11,,400.03543142230325,,,
2022-05-18,,400.20945696871655,,,
2022-05-25,,398.79501848518146,,,
2022-06-01,255.39002323743466,398.82942096466525,135.61989627013904,73.7354936482267,
2022-06-08,,398.97275717307355,,,
2022-06-15,,399.60649647654185,,,
2022-06-22,,399.69265925350646,,,
2022-06-29,,398.76245020811484,,,
2022-07-01,255.40889628083087,,135.5996652688884,73.74649472895396,
2022-07-06,,397.7915755530344,,,
2022-07-13,,397.9712379166324,,,
2022-07-20,,398.12092672853447,,,
2022-07-27,,397.7089469709713,,,
2022-08-01,255.2366797598405,,135.68426763775471,73.70051203502578,
2022-08-03,,397.0207184347185,,,
2022-08-10,,397.2228385937662,,,
2022-08-17,,395.9086549301571,,,
2022-08-24,,395.9835440727525,,,
2022-08-31,,394.84978329569486,,,
2022-09-01,254.03706193896926,,136.25993158243213,73.38914590567202,
2022-09-07,,394.68461560485736,,,
2022-09-14,,395.1479977667467,,,
2022-09-21,,394.43413513329733,,,
2022-09-28,,393.4841524911153,,,
2022-10-01,253.15238802977223,,137.02227249319503,72.98083602063039,
2022-10-05,,391.8506386603343,,,
2022-10-12,,391.84688078221126,,,
2022-10-19,,391.1737284950951,,,
2022-10-26,,390.2417747205749,,,
2022-11-01,252.5036271630277,,137.38045317442803,72.79055912927646,
2022-11-02,,388.17404702000266,,,
2022-11-09,,388.2642360949562,,,
2022-11-16,,385.8812939984897,,,
2022-11-23,,385.69205799300676,,,
2022-11-30,,384.04512316892914,,,
2022-12-01,251.1412293428642,,137.4016037666446,72.77935428602024,
2022-12-07,,383.96276300673196,,,
2022-12-14,,383.9930944515824,,,
2022-12-21,,383.1430087361719,,,
2022-12-28,,382.5506060920573,,,
2023-01-01,251.00439977824172,,138.13175899359968,72.39464749350907,119.17996697853606
2023-01-04,,380.5938252694041,,,
2023-01-11,,380.6456303035292,,,
2023-01-18,,379.77111838031874,,,
2023-01-25,,378.94429571995573,,,
2023-02-01,250.57385847576583,377.2914109221833,138.6053483410579,72.14728810748052,
2023-02-08,,377.37010267954605,,,
2023-02-15,,375.1063390035539,,,
2023-02-22,,374.99105267113555,,,
2023-03-01,247.08116588225576,373.08947686757597,138.77593246523946,72.05860427206854,
2023-03-08,,373.20574740616934,,,
2023-03-15,,386.49329129281745,,,
2023-03-22,,390.72032260488953,,,
2023-03-29,,389.4746307437378,,,
2023-04-01,244.89425197872063,,139.2467630397999,71.81495484488765,
2023-04-05,,386.1838926606851,,,
2023-04-12,,385.3971092969905,,,
2023-04-19,,384.4337503981561,,,
2023-04-26,,383.06950642955053,,,
2023-05-01,245.6987154534838,,139.47160303097183,71.6991830787185,
2023-05-03,,380.4401548961573,,,
2023-05-10,,380.3964471946545,,,
2023-05-17,,378.3270642382423,,,
2023-05-24,,377.4097393464155,,,
2023-05-31,,375.15496773593213,,,
2023-06-01,245.34130719416817,,139.78426395939087,71.53881071266454,
2023-06-07,,375.3102486283745,,,
2023-06-14,,375.26542251076364,,,
2023-06-21,,374.0905040209296,,,
2023-06-28,,373.14450294009225,,,
2023-07-01,245.24576241197497,,140.0578422717575,71.39907225328209,
2023-07-05,,371.23863241867775,,,
2023-07-12,,371.1764932197142,,,
2023-07-19,,370.17568974958215,,,
2023-07-26,,368.7795485535748,,,
2023-08-01,245.08062328225813,,140.73512101817113,71.05546879594357,
2023-08-02,,367.14308210426856,,,
2023-08-09,,367.2091581279325,,,
2023-08-16,,364.41249154477424,,,
2023-08-23,,364.114500756944,,,
2023-08-30,,363.3204253202249,,,
2023-09-01,244.7338311098529,,141.28411682483633,70.77936448014162,
2023-09-06,,362.42578190706945,,,
2023-09-13,,362.3121955671354,,,
2023-09-20,,358.9708603393543,,,
2023-09-27,,357.9854910115134,,,
2023-10-01,244.55807589322575,,141.4772309276834,70.6827518069783,
2023-10-04,,355.9149896389932,,,
2023-10-11,,355.74821142895996,,,
2023-10-18,,354.9030467444249,,,
2023-10-25,,353.7697780704549,,,
2023-11-01,244.71849676209345,351.928149370287,141.68505848598545,70.5790723937848,
2023-11-08,,351.6609373937505,,,
2023-11-15,,349.61647274822576,,,
2023-11-22,,349.4296077848919,,,
2023-11-29,,348.7733659493295,,,
2023-12-01,245.088880238744,,141.95771720738614,70.44351090396158,
2023-12-06,,346.1446407289568,,,
2023-12-13,,346.2422113502235,,,
2023-12-20,,345.54865915329634,,,
2023-12-27,,345.0439403320533,,,
2024-01-01,245.86739327883743,,142.39774148458764,70.22583290818798,124.21574023115025
2024-01-03,,343.623238718313,,,
2024-01-10,,343.87761127792913,,,
2024-01-17,,343.2974217377144,,,
2024-01-24,,343.4535078897546,,,
2024-01-31,,341.34614352231284,,,
2024-02-01,246.85233023107682,,142.98122195247552,69.93925400444421,
2024-02-07,,341.39875381603576,,,
2024-02-14,,341.51390593852113,,,
2024-02-21,,339.17905573470097,,,
2024-02-28,,338.558290058086,,,
2024-03-01,247.400828054779,,143.61482012800707,69.6306968256255,
2024-03-06,,337.26316420495823,,,
2024-03-13,,337.402384642089,,,
2024-03-20,,336.1667137892654,,,
2024-03-27,,334.84210648752924,,,
2024-04-01,247.23332979463768,,143.92656146546017,69.4798784753836,
2024-04-03,,332.82086016040773,,,
2024-04-10,,332.75903411795446,,,
2024-04-17,,331.297487947948,,,
2024-04-24,,331.16005697659017,,,
2024-05-01,247.95168500890568,329.3723806694749,143.9964503788715,69.44615630238684,
2024-05-08,,328.96679825204984,,,
2024-05-15,,326.768618496634,,,
2024-05-22,,326.5580878484537,,,
2024-05-29,,325.87598823247305,,,
2024-06-01,248.51551718036734,,143.9362171706025,69.4752175413041,
2024-06-05,,324.5950886322397,,,
2024-06-12,,324.74213798212685,,,
2024-06-19,,324.4543918858464,,,
2024-06-26,,323.497967166882,,,
2024-07-01,248.83282022246598,,144.17760979916133,69.35889708485215,
2024-07-03,,323.06657170568303,,,
2024-07-10,,323.1810527785035,,,
2024-07-17,,322.4727822255944,,,
2024-07-24,,322.3478775146468,,,
2024-07-31,,321.13712497271064,,,
2024-08-01,249.91212239168638,,144.40428897226514,69.25002069655037,
2024-08-07,,320.99687559276055,,,
2024-08-14,,321.10567511175213,,,
2024-08-21,,319.4174931016094,,,
2024-08-28,,318.6697648284081,,,
2024-09-01,250.88762282222768,,144.7123519458545,69.10260157848582,
2024-09-04,,318.1923800968459,,,
2024-09-11,,318.30126908912615,,,
2024-09-18,,318.0389334068207,,,
2024-09-25,,316.73808126321967,,,
2024-10-01,251.6236715146797,,145.12570808504378,68.90577921687033,
2024-10-02,,315.2557772902478,,,
2024-10-09,,315.25197467548037,,,
2024-10-16,,314.91394459098177,,,
2024-10-23,,314.47212549165573,,,
2024-10-30,,313.7600075873349,,,
2024-11-01,253.04268846503177,,145.53814463326714,68.71050902289844,
2024-11-06,,312.90146664614747,,,
2024-11-13,,311.6850325503824,,,
2024-11-20,,309.74449112961815,,,
2024-11-27,,308.91279217502404,,,
2024-12-01,253.44020194156434,,146.03288457294195,68.47772698076851,
2024-12-04,,308.4961598064514,,,
2024-12-11,,308.5703331627376,,,
2024-12-18,,308.2055953015787,,,
2024-12-25,,308.05487754685714,,,
2025-01-01,254.17389150359173,306.55745258810435,146.65682704333113,68.1863926937776,
2025-01-08,,306.60500764101886,,,
2025-01-15,,305.73335886304505,,,
2025-01-22,,305.63001721466077,,,
2025-01-29,,305.02276200463115,,,
2025-02-01,254.94532715241158,,146.98696020010297,68.03324584974304,
2025-02-05,,304.69837659665086,,,
2025-02-12,,304.8137076657135,,,
2025-02-19,,303.4187743591028,,,
2025-02-26,,302.6926538851091,,,
2025-03-01,255.89015888743404,,147.03569852129775,68.0106946854918,
2025-03-05,,302.2749478370727,,,
2025-03-12,,302.40052359768515,,,
2025-03-19,,302.23996378121274,,,
2025-03-26,,301.5363011026688,,,
2025-04-01,256.8574023614895,,147.2734127859928,67.90091850815791,
2025-04-02,,300.7846807414114,,,
2025-04-09,,300.9620167995047,,,
2025-04-16,,300.9484615962751,,,
2025-04-23,,300.94027479036407,,,
2025-04-30,,300.1505388081442,,,
2025-05-01,257.5450888802387,,147.419627749577,67.83357245337159,
2025-05-07,,300.22265427879165,,,
2025-05-14,,300.3291722289228,,,
2025-05-21,,299.23115603067856,,,
2025-05-28,,298.53854330328227,,,
2025-06-01,258.78245278790234,,147.79436106819688,67.66158010173129,
2025-06-04,,298.5224828479706,,,
2025-06-11,,298.7135083192264,,,
2025-06-18,,298.8880259687273,,,
2025-06-25,,298.0444718033878,,,
2025-07-01,259.7402597402597,,148.13185095269623,67.50742622660778,
2025-07-02,,297.92806705486146,,,
2025-07-09,,298.031587649823,,,
2025-07-16,,297.9135276454567,,,
2025-07-23,,297.8438279536027,,,
2025-07-30,,297.16664936849753,,,
2025-08-01,260.5305684324758,,148.64774148458767,67.27313782319952,
2025-08-06,,297.0890312905985,,,
2025-08-13,,297.21304126865965,,,
2025-08-20,,296.0856778317401,,,
2025-08-27,,295.4132413309331,,,
2025-09-01,261.51314625429063,,149.08638637534025,67.07520547733967,
2025-09-03,,295.354502116938,,,
2025-09-10,,295.5285723999957,,,
2025-09-17,,295.64645345778473,,,
2025-09-24,,295.6374166556316,,,
2025-10-01,262.39546103306316,294.6855998110324,,,
2025-10-08,,294.85094644844725,,,
2025-10-15,,295.10321638578023,,,
2025-10-22,,294.79359407042625,,,
2025-10-29,,294.681797196265,,,
2025-11-01,262.77764016183636,,149.46249908040903,66.90641506415679,
2025-11-05,,294.0419737091689,,,
2025-11-12,,294.38778796977954,,,
2025-11-19,,293.26136400239074,,,
2025-11-26,,293.13323825305196,,,
2025-12-01,263.6752892883683,,149.9075811079232,66.70776705282627,
2025-12-03,,292.3889099648191,,,
2025-12-10,,292.5464724261219,,,
2025-12-17,,293.33195842713116,,,
2025-12-24,,294.4221904492633,,,
2025-12-31,,297.07896554562603,,,
2026-01-01,264.5682201540512,,150.16368719193704,66.5939961051845,
2026-01-07,,294.08089458972916,,,
2026-01-14,,294.4431719354504,,,
2026-01-21,,294.57201347109833,,,
2026-01-28,,294.70568656433306,,,
2026-02-01,266.90375927433143,,150.56462885308613,66.41666157698651,
2026-02-04,,295.5262013578466,,,
2026-02-11,,296.2631480997663,,,
2026-02-18,,295.8610998772426,,,
2026-02-25,,295.8790840082602,,,
2026-03-01,267.5961640539297,,151.8672294563378,65.84699039943324,
2026-03-04,,296.55447312759253,,,
2026-03-11,,297.33512757101494,,,
2026-03-18,,297.7643756732865,,,
2026-03-25,,297.81904385264824,,,
2026-04-01,,298.63249025635884,,,
2026-04-08,,299.4613260657164,,,
2026-04-15,,299.99033688482643,,,
2026-04-22,,300.06741812299356,,,
2026-04-29,,299.733280126551,,,
2026-05-06,,300.1607387630497,,,
